Mass,C,H,O,N,S,P,Na
397.1504,19,26,9,0,0,0,0
439.1093,16,24,14,0,0,0,0
339.0933,12,20,11,0,0,0,0
395.1348,19,24,9,0,0,0,0
409.0988,15,22,13,0,0,0,0
455.1406,17,28,14,0,0,0,0
529.141,19,30,17,0,0,0,0
441.125,16,26,14,0,0,0,0
497.1148,18,26,16,0,0,0,0
559.1516,20,32,18,0,0,0,0
383.1195,14,24,12,0,0,0,0
453.125,17,26,14,0,0,0,0
485.1512,18,30,15,0,0,0,0
429.125,15,26,14,0,0,0,0
519.1567,18,32,17,0,0,0,0
483.1356,18,28,15,0,0,0,0
411.1144,15,24,13,0,0,0,0
469.1199,17,26,15,0,0,0,0
381.1039,14,22,12,0,0,0,0
355.0882,12,20,12,0,0,0,0
397.0988,14,22,13,0,0,0,0
427.1093,15,24,14,0,0,0,0
515.1254,18,28,17,0,0,0,0
501.1461,18,30,16,0,0,0,0
499.1305,18,28,16,0,0,0,0
471.1355,17,28,15,0,0,0,0
517.141,18,30,17,0,0,0,0
